Node, InDeg, OutDeg, InCloseCent, InBetwnCent, OutCloseCent, OutBetwenCent
0, 14, 21, 0.0006600894360931457, 0.42582627678360374, 0.000660089436093146, 0.000660089436093146
1, 16, 21, 0.0007869762577420499, 0.4392381280208826, 0.0007869762577420502, 0.0007869762577420502
2, 8, 13, 7.47354685478684e-06, 0.3530584953079246, 7.47354685478684e-06, 7.47354685478684e-06
3, 8, 17, 0.00031795321159715884, 0.3530584953079246, 0.0003179532115971588, 0.0003179532115971588
4, 42, 36, 0.0047139533354935495, 0.5025517320599288, 0.004713953335493545, 0.004713953335493545
5, 0, 13, 0.0, 0.0, 0.0, 0.0
6, 84, 72, 0.024246249594556984, 0.6244392790147623, 0.024246249594557002, 0.024246249594557002
7, 13, 17, 1.1072543919648433e-05, 0.43467461500248383, 1.1072543919648433e-05, 1.1072543919648433e-05
8, 58, 51, 0.00691485529443424, 0.5451131165340596, 0.006914855294434244, 0.006914855294434244
9, 57, 41, 0.003928769892711404, 0.5433432687531048, 0.0039287698927114026, 0.0039287698927114026
10, 30, 19, 0.00018453545040759896, 0.4661552277881791, 0.000184535450407599, 0.000184535450407599
11, 10, 20, 0.0003107142167213329, 0.44745916250255685, 0.00031071421672133307, 0.00031071421672133307
12, 28, 30, 0.0008920592259249881, 0.4822758696713437, 0.0008920592259249883, 0.0008920592259249883
13, 8, 21, 0.00017641844562700997, 0.4152598679304126, 0.00017641844562700995, 0.00017641844562700995
14, 7, 8, 0.0, 0.39562583162164605, 0.0, 0.0
15, 70, 59, 0.017974898243512682, 0.5750849717386813, 0.017974898243512682, 0.017974898243512682
16, 24, 17, 0.00042259120032772706, 0.47407854610752487, 0.00042259120032772706, 0.00042259120032772706
17, 22, 15, 0.0005666339781649428, 0.4754253601589667, 0.0005666339781649434, 0.0005666339781649434
18, 42, 33, 0.014806649407584272, 0.5363773294101163, 0.014806649407584279, 0.014806649407584279
19, 7, 8, 2.6929124566853596e-05, 0.39562583162164605, 2.6929124566853596e-05, 2.6929124566853596e-05
20, 33, 13, 0.006836434900532547, 0.5149222362337116, 0.006836434900532551, 0.006836434900532551
21, 13, 26, 0.0015916647124235646, 0.4687667416693453, 0.0015916647124235642, 0.0015916647124235642
22, 1, 1, 0.0, 0.3450509830432088, 0.0, 0.0
23, 1, 1, 0.0, 0.3450509830432088, 0.0, 0.0
24, 79, 54, 0.0162540785223247, 0.61300266218299, 0.0162540785223247, 0.0162540785223247
25, 1, 8, 0.0, 0.36144649411653623, 0.0, 0.0
26, 20, 24, 7.715320226166434e-05, 0.4486587849221348, 7.715320226166434e-05, 7.715320226166434e-05
27, 1, 5, 0.0, 0.36144649411653623, 0.0, 0.0
28, 91, 69, 0.026865485125927673, 0.6339004802119556, 0.026865485125927683, 0.026865485125927683
29, 31, 14, 0.00036600175759641016, 0.4879000780640125, 0.00036600175759641016, 0.00036600175759641016
30, 40, 32, 0.001480460115460797, 0.5025517320599288, 0.0014804601154607972, 0.0014804601154607972
31, 71, 65, 0.016841000925849094, 0.5770680233653664, 0.016841000925849097, 0.016841000925849097
32, 3, 3, 0.0, 0.37776462026175234, 0.0, 0.0
33, 1, 0, 0.0, 0.3632355355425784, 0.0, 0.0
34, 46, 47, 0.003054896957921929, 0.518110609213487, 0.003054896957921927, 0.003054896957921927
35, 72, 58, 0.013153583165204184, 0.5731155026573844, 0.013153583165204187, 0.013153583165204187
36, 11, 6, 0.0, 0.42800441630679353, 0.0, 0.0
37, 4, 5, 0.0, 0.4052051495785866, 0.0, 0.0
38, 8, 16, 7.010852865726212e-05, 0.4572396906446893, 7.01085286572621e-05, 7.01085286572621e-05
39, 27, 17, 0.0004011421030833893, 0.5071203841695644, 0.0004011421030833895, 0.0004011421030833895
40, 53, 23, 0.0016410052237787194, 0.5415848762975932, 0.0016410052237787198, 0.0016410052237787198
41, 2, 0, 0.0, 0.3720170539842671, 0.0, 0.0
42, 30, 31, 0.001613230344975076, 0.5025517320599288, 0.0016132303449750763, 0.0016132303449750763
43, 10, 19, 0.00022974631980082053, 0.4522965588539359, 0.00022974631980082056, 0.00022974631980082056
44, 77, 61, 0.019694835740012927, 0.5976775956284153, 0.019694835740012937, 0.019694835740012937
45, 77, 59, 0.018618077174109973, 0.5976775956284153, 0.01861807717410998, 0.01861807717410998
46, 88, 57, 0.018038558380071318, 0.6291343111878056, 0.01803855838007132, 0.01803855838007132
47, 2, 25, 0.0002684239420647901, 0.37522360263667326, 0.00026842394206479006, 0.00026842394206479006
48, 0, 13, 0.0, 0.0, 0.0, 0.0
49, 2, 11, 0.00015546047608958077, 0.376066801743722, 0.0001554604760895808, 0.0001554604760895808
50, 2, 17, 0.0002596700642921861, 0.376066801743722, 0.0002596700642921859, 0.0002596700642921859
51, 2, 10, 0.00013170902024874415, 0.37522360263667326, 0.0001317090202487442, 0.0001317090202487442
52, 59, 24, 0.003202752457523385, 0.5523093292935851, 0.003202752457523384, 0.003202752457523384
53, 82, 41, 0.009295079597094582, 0.6152563484410157, 0.00929507959709457, 0.00929507959709457
54, 26, 46, 0.0012140203197293488, 0.47008350217965245, 0.0012140203197293492, 0.0012140203197293492
55, 89, 78, 0.03429998978780912, 0.6363107481975524, 0.034299989787809106, 0.034299989787809106
56, 4, 12, 5.86650792622204e-05, 0.3873836267961951, 5.866507926222039e-05, 5.866507926222039e-05
57, 39, 27, 0.009116526817914906, 0.5165115023949267, 0.009116526817914906, 0.009116526817914906
58, 39, 54, 0.005683145410551766, 0.5346636638209467, 0.005683145410551765, 0.005683145410551765
59, 79, 69, 0.0545030775349674, 0.61300266218299, 0.054503077534967435, 0.054503077534967435
60, 20, 27, 0.0003949824911023488, 0.4795121111058919, 0.0003949824911023485, 0.0003949824911023485
61, 55, 33, 0.004036580093203159, 0.5541381681323055, 0.00403658009320316, 0.00403658009320316
62, 17, 8, 0.00028928872666099224, 0.47140768105903175, 0.0002892887266609923, 0.0002892887266609923
63, 1, 0, 0.0, 0.3632355355425784, 0.0, 0.0
64, 1, 0, 0.0, 0.3632355355425784, 0.0, 0.0
65, 10, 20, 2.381301843714337e-05, 0.43131372880401103, 2.3813018437143367e-05, 2.3813018437143367e-05
66, 0, 11, 0.0, 0.0, 0.0, 0.0
67, 0, 11, 0.0, 0.0, 0.0, 0.0
68, 47, 50, 0.006445478780433012, 0.5346636638209467, 0.0064454787804330135, 0.0064454787804330135
69, 0, 7, 0.0, 0.0, 0.0, 0.0
70, 0, 7, 0.0, 0.0, 0.0, 0.0
71, 0, 11, 0.0, 0.0, 0.0, 0.0
72, 64, 86, 0.05944930884112348, 0.5770680233653664, 0.05944930884112348, 0.05944930884112348
73, 23, 38, 0.002003957185273175, 0.4727393411750177, 0.0020039571852731746, 0.0020039571852731746
74, 28, 27, 0.0015111875572004062, 0.4781420765027322, 0.0015111875572004062, 0.0015111875572004062
75, 14, 19, 0.0004801861337766237, 0.45352229478578937, 0.00048018613377662364, 0.00048018613377662364
76, 2, 12, 0.0, 0.36144649411653623, 0.0, 0.0
77, 52, 56, 0.008699977501924576, 0.5433432687531048, 0.008699977501924578, 0.008699977501924578
78, 37, 53, 0.0038483931699895553, 0.5025517320599288, 0.003848393169989556, 0.003848393169989556
79, 30, 27, 0.0012050442836197578, 0.4754253601589667, 0.0012050442836197574, 0.0012050442836197574
80, 13, 27, 0.0001337682342222786, 0.43808828998941435, 0.0001337682342222786, 0.0001337682342222786
81, 16, 32, 0.0003470049813757005, 0.4415560073244229, 0.00034700498137570036, 0.00034700498137570036
82, 56, 46, 0.005636870778110781, 0.5329609132992238, 0.005636870778110779, 0.005636870778110779
83, 13, 21, 6.149698342550554e-05, 0.4392381280208826, 6.149698342550554e-05, 6.149698342550554e-05
84, 17, 22, 0.0002359393795461518, 0.4438984795118204, 0.0002359393795461519, 0.0002359393795461519
85, 43, 42, 0.002758071575299992, 0.4980646630236794, 0.0027580715752999925, 0.0027580715752999925
86, 13, 22, 8.685971279544485e-05, 0.43808828998941435, 8.685971279544486e-05, 8.685971279544486e-05
87, 22, 34, 0.0004259358616155865, 0.4572396906446893, 0.0004259358616155865, 0.0004259358616155865
88, 34, 34, 0.0033455916696788325, 0.4822758696713437, 0.0033455916696788334, 0.0033455916696788334
89, 61, 47, 0.006857511016445115, 0.5504925222893299, 0.006857511016445118, 0.006857511016445118
90, 29, 19, 0.00014131700442453454, 0.4648603521554341, 0.00014131700442453454, 0.00014131700442453454
91, 28, 30, 0.0008920592259249881, 0.4822758696713437, 0.0008920592259249883, 0.0008920592259249883
92, 57, 41, 0.003928769892711404, 0.5433432687531048, 0.0039287698927114026, 0.0039287698927114026
93, 31, 38, 0.002134654508994079, 0.5025517320599288, 0.0021346545089940805, 0.0021346545089940805
94, 76, 62, 0.01741760755546658, 0.5955506290959298, 0.017417607555466588, 0.017417607555466588
95, 5, 8, 4.7163563603759605e-05, 0.42910186352809304, 4.7163563603759605e-05, 4.7163563603759605e-05
96, 42, 52, 0.0039842047975186395, 0.5262570024401141, 0.003984204797518637, 0.003984204797518637
97, 0, 1, 0.0, 0.0, 0.0, 0.0
98, 30, 42, 0.0011145762415888845, 0.47008350217965245, 0.0011145762415888842, 0.0011145762415888842
99, 27, 41, 0.0008605900717005004, 0.4648603521554341, 0.0008605900717005003, 0.0008605900717005003
100, 17, 36, 0.00044351899117124377, 0.45352229478578937, 0.0004435189911712439, 0.0004435189911712439
101, 42, 38, 0.006526537605729085, 0.5262570024401141, 0.006526537605729086, 0.006526537605729086
102, 14, 19, 4.849823959707588e-05, 0.44745916250255685, 4.849823959707588e-05, 4.849823959707588e-05
103, 35, 45, 0.002811347790701194, 0.5102125816340131, 0.0028113477907011947, 0.0028113477907011947
104, 37, 45, 0.0033967575170405365, 0.49658672633814926, 0.003396757517040536, 0.003396757517040536
105, 0, 16, 0.0, 0.0, 0.0, 0.0
106, 56, 46, 0.005636870778110781, 0.5329609132992238, 0.005636870778110779, 0.005636870778110779
107, 29, 28, 0.001281450006398246, 0.4951175348401073, 0.001281450006398246, 0.001281450006398246
108, 67, 68, 0.013694762236382984, 0.5770680233653664, 0.013694762236382977, 0.013694762236382977
109, 40, 16, 0.0008457560046958439, 0.5149222362337116, 0.0008457560046958438, 0.0008457560046958438
110, 20, 36, 0.0008550605497305833, 0.4648603521554341, 0.0008550605497305834, 0.0008550605497305834
111, 35, 37, 0.0018211340691763063, 0.4951175348401073, 0.0018211340691763067, 0.0018211340691763067
112, 73, 52, 0.01196650069147296, 0.5976775956284153, 0.011966500691472957, 0.011966500691472957
113, 63, 45, 0.007492148358586082, 0.5731155026573844, 0.0074921483585860815, 0.0074921483585860815
114, 32, 40, 0.006998193327866586, 0.5071203841695644, 0.006998193327866585, 0.006998193327866585
115, 114, 92, 0.06173815605349543, 0.7061169906158492, 0.061738156053495516, 0.061738156053495516
116, 40, 56, 0.0042491872473436835, 0.5279171191670545, 0.0042491872473436835, 0.0042491872473436835
117, 74, 51, 0.011379935564902986, 0.5976775956284153, 0.011379935564902986, 0.011379935564902986
118, 0, 4, 0.0, 0.0, 0.0, 0.0
119, 4, 16, 3.0342098750948416e-05, 0.39283973421585977, 3.0342098750948423e-05, 3.0342098750948423e-05
120, 15, 3, 3.0150660173923772e-05, 0.43020495315155854, 3.0150660173923772e-05, 3.0150660173923772e-05
121, 33, 30, 0.0008079882282013463, 0.4864817638835938, 0.0008079882282013463, 0.0008079882282013463
122, 84, 82, 0.029909385089162816, 0.6267780029062033, 0.029909385089162806, 0.029909385089162806
123, 18, 37, 0.000491565232198626, 0.45475469232596816, 0.000491565232198626, 0.000491565232198626
124, 17, 36, 0.00044351899117124377, 0.45352229478578937, 0.0004435189911712439, 0.0004435189911712439
125, 5, 7, 4.363384270501328e-06, 0.4061886572231948, 4.363384270501328e-06, 4.363384270501328e-06
126, 5, 7, 4.363384270501328e-06, 0.4061886572231948, 4.363384270501328e-06, 4.363384270501328e-06
127, 12, 10, 0.00031373230317266243, 0.4142319969701888, 0.0003137323031726624, 0.0003137323031726624
128, 3, 8, 1.821346445261585e-06, 0.38918541110687505, 1.821346445261585e-06, 1.821346445261585e-06
129, 16, 19, 0.0005209309735590072, 0.45475469232596816, 0.0005209309735590071, 0.0005209309735590071
130, 11, 30, 0.0002314504547767675, 0.4162928526765082, 0.0002314504547767675, 0.0002314504547767675
131, 0, 7, 0.0, 0.0, 0.0, 0.0
132, 0, 7, 0.0, 0.0, 0.0, 0.0
133, 11, 16, 9.32007298810229e-06, 0.4415560073244229, 9.320072988102291e-06, 9.320072988102291e-06
134, 1, 6, 0.0, 0.351575056252009, 0.0, 0.0
135, 15, 32, 0.006328481452175174, 0.48089001947113874, 0.006328481452175173, 0.006328481452175173
136, 32, 40, 0.006998193327866586, 0.5071203841695644, 0.006998193327866585, 0.006998193327866585
137, 5, 2, 0.0, 0.369425445421537, 0.0, 0.0
138, 0, 2, 0.0, 0.0, 0.0, 0.0
139, 19, 13, 0.00012851428189008103, 0.4893266864794043, 0.00012851428189008103, 0.00012851428189008103
140, 31, 27, 0.0013109261614396555, 0.5133427201716451, 0.0013109261614396546, 0.0013109261614396546
141, 2, 3, 3.5323082574770136e-06, 0.38382964856870705, 3.5323082574770136e-06, 3.5323082574770136e-06
142, 2, 3, 3.5323082574770136e-06, 0.38382964856870705, 3.5323082574770136e-06, 3.5323082574770136e-06
143, 52, 40, 0.004586822923159272, 0.5468945319475695, 0.004586822923159273, 0.004586822923159273
144, 86, 88, 0.051369044876798345, 0.6291343111878056, 0.051369044876798345, 0.051369044876798345
145, 38, 43, 0.02539896586530772, 0.5279171191670545, 0.025398965865307717, 0.025398965865307717
146, 1, 1, 0.0, 0.34083447408545064, 0.0, 0.0
147, 1, 1, 0.0, 0.34083447408545064, 0.0, 0.0
148, 1, 15, 2.318567892338384e-05, 0.331385597576151, 2.318567892338384e-05, 2.318567892338384e-05
149, 48, 41, 0.01030039048319958, 0.5363773294101163, 0.010300390483199584, 0.010300390483199584
150, 1, 0, 0.0, 0.338535519125683, 0.0, 0.0
151, 30, 37, 0.010120612470377842, 0.5040654420962538, 0.010120612470377838, 0.010120612470377838
152, 5, 10, 2.9219363953136264e-05, 0.4486587849221348, 2.9219363953136264e-05, 2.9219363953136264e-05
153, 77, 70, 0.023161273079281005, 0.6041506381803475, 0.023161273079281, 0.023161273079281
154, 44, 17, 0.001275138759223024, 0.5279171191670545, 0.0012751387592230235, 0.0012751387592230235
155, 31, 17, 0.0007206211901109613, 0.5025517320599288, 0.0007206211901109612, 0.0007206211901109612
156, 14, 3, 5.607751907993969e-06, 0.4247454994313611, 5.607751907993969e-06, 5.607751907993969e-06
157, 72, 69, 0.019026110046204317, 0.5892596013237896, 0.019026110046204303, 0.019026110046204303
158, 1, 4, 3.6458467371816317e-06, 0.3218263976460698, 3.6458467371816317e-06, 3.6458467371816317e-06
159, 93, 84, 0.03940561562267912, 0.6461379412199084, 0.039405615622679135, 0.039405615622679135
160, 37, 42, 0.002424932993489151, 0.5071203841695644, 0.002424932993489151, 0.002424932993489151
161, 48, 55, 0.006950297286681575, 0.5433432687531048, 0.006950297286681573, 0.006950297286681573
162, 51, 55, 0.019631566773397835, 0.5541381681323055, 0.01963156677339784, 0.01963156677339784
163, 26, 31, 0.0018605966584956367, 0.4864817638835938, 0.0018605966584956364, 0.0018605966584956364
164, 48, 47, 0.004323922102879686, 0.5040654420962538, 0.00432392210287969, 0.00432392210287969
165, 38, 30, 0.0024488094544471866, 0.5229678961748634, 0.002448809454447187, 0.002448809454447187
166, 55, 51, 0.007374894628174787, 0.557832422586521, 0.007374894628174793, 0.007374894628174793
167, 30, 17, 0.0009413177118565173, 0.4980646630236794, 0.0009413177118565171, 0.0009413177118565171
168, 70, 75, 0.034148826988380454, 0.5851389048110359, 0.03414882698838045, 0.03414882698838045
169, 11, 17, 2.8938022765578684e-05, 0.42582627678360374, 2.8938022765578684e-05, 2.8938022765578684e-05
170, 24, 30, 0.0005352888289515085, 0.47008350217965245, 0.0005352888289515084, 0.0005352888289515084
171, 20, 29, 0.006338530546568789, 0.4635726503489093, 0.006338530546568788, 0.006338530546568788
172, 1, 10, 0.0, 0.3638037538607745, 0.0, 0.0
173, 13, 23, 0.00010193453451831405, 0.42691256830601093, 0.00010193453451831403, 0.00010193453451831403
174, 1, 4, 0.0, 0.31280322761860985, 0.0, 0.0
175, 37, 53, 0.0038483931699895553, 0.5025517320599288, 0.003848393169989556, 0.003848393169989556
176, 20, 27, 0.0006345432744595261, 0.45975199663724253, 0.000634543274459526, 0.000634543274459526
177, 6, 19, 2.4792412800890888e-05, 0.39845173041894355, 2.479241280089089e-05, 2.479241280089089e-05
178, 48, 45, 0.004307319275597018, 0.5040654420962538, 0.0043073192755970205, 0.0043073192755970205
179, 22, 7, 0.005261947240801506, 0.48507167181436606, 0.005261947240801506, 0.005261947240801506
180, 1, 13, 0.0, 0.351575056252009, 0.0, 0.0
181, 2, 0, 0.0, 0.37782982045277125, 0.0, 0.0
182, 2, 0, 0.0, 0.3720170539842671, 0.0, 0.0
183, 57, 0, 0.0, 0.5623513606738921, 0.0, 0.0
